age,workClass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
25,2,161235,3,11,5,7,4,1,1,0,0,90,3,0
27,2,247978,11,9,5,5,4,2,0,0,0,40,3,0
40,2,305846,2,10,4,10,1,1,0,0,0,40,3,1
22,0,214014,2,10,5,7,4,2,1,99999,0,55,3,1
33,2,226525,11,9,1,9,0,1,1,0,0,60,3,0
28,2,247819,3,11,4,6,1,1,0,0,0,5,3,0
28,2,194940,11,9,4,4,3,1,1,0,0,40,3,0
29,2,289991,11,9,5,2,2,1,1,0,0,55,3,0
46,2,585361,15,5,1,9,2,1,0,0,0,40,3,0
30,2,91145,11,9,4,4,3,1,1,0,0,40,3,0
65,2,231604,11,9,4,4,3,1,1,0,0,45,35,0
28,2,273269,2,10,5,13,0,2,1,0,0,40,3,0
39,2,202683,4,13,4,10,3,1,1,0,0,40,3,0
35,2,159179,2,10,5,7,0,1,1,0,0,40,3,0
50,2,28952,2,10,4,7,1,1,0,0,0,39,3,0
25,2,214925,0,6,5,7,4,2,1,0,0,40,3,0
63,2,163708,15,5,6,5,0,1,0,0,0,20,3,0
56,2,200235,3,11,4,13,3,1,1,0,0,48,3,1
46,2,109209,2,10,4,10,3,1,1,0,0,40,3,1
19,2,166153,2,10,5,5,4,1,0,0,0,30,3,0
56,5,268213,9,14,4,6,3,1,1,0,0,35,3,1
31,2,69056,11,9,1,5,4,1,0,0,0,15,3,0
51,6,237141,9,14,4,9,3,1,1,0,0,40,3,1
17,2,277541,5,7,5,7,4,1,1,0,0,5,3,0
27,5,289039,2,10,5,3,2,4,0,0,0,40,3,0
30,2,134737,2,10,5,10,4,1,1,0,0,45,3,0
18,2,56613,2,10,5,3,4,1,0,0,0,20,3,0
41,2,36699,2,10,1,9,0,1,1,4650,0,40,3,0
40,5,333530,9,14,4,6,1,1,0,0,0,40,3,1
35,2,185366,4,13,5,7,0,1,1,0,0,50,3,0
29,2,154017,11,9,5,7,0,1,0,0,0,10,3,0
27,2,215504,4,13,4,7,3,1,1,0,1848,55,3,1
25,2,222539,0,6,5,2,0,1,1,2597,0,50,3,0
53,2,191565,13,2,1,5,2,2,0,0,0,40,2,0
53,2,111939,4,13,4,5,3,1,1,0,0,35,3,0
26,6,53903,11,9,5,13,2,1,1,0,0,50,3,0
41,2,146659,4,13,4,6,3,1,1,0,0,70,3,0
28,2,194200,11,9,4,9,3,1,1,0,0,70,3,0
48,6,78529,9,14,3,6,0,1,1,0,0,60,3,0
22,2,194829,4,13,5,9,0,1,1,0,0,30,3,0
40,1,330174,14,15,4,6,3,1,1,7688,0,40,3,1
52,3,230767,4,13,4,9,3,1,1,0,1902,60,17,1
53,5,137250,9,14,6,6,2,2,0,0,1669,35,3,0
40,2,254478,2,10,4,13,3,1,1,7298,0,50,3,1
57,2,300908,8,12,1,4,0,1,1,0,0,75,3,0
53,0,187830,3,11,3,13,0,1,1,0,0,40,33,0
23,2,201138,2,10,5,10,0,1,0,0,0,8,3,0
31,0,44503,2,10,4,13,3,1,1,0,0,40,3,0
20,2,381357,15,5,5,1,4,1,1,0,0,28,3,0
25,2,311124,14,15,5,6,0,1,0,0,0,20,3,0
37,2,96330,2,10,5,9,2,2,0,0,0,40,3,0
50,2,228238,11,9,4,13,3,1,1,0,0,40,3,1
34,0,56964,11,9,4,2,3,1,1,0,0,35,3,0
37,2,127772,4,13,4,9,3,1,1,0,0,50,3,1
52,2,386397,4,13,4,9,3,1,1,0,0,45,3,1
29,0,404998,3,11,4,0,3,1,1,0,0,90,3,0
49,2,34545,2,10,4,9,3,1,1,0,1887,40,3,1
31,2,157886,2,10,4,5,1,1,0,0,0,40,3,0
47,2,101299,11,9,4,13,3,1,1,0,0,40,3,0
51,0,134447,11,9,4,13,3,1,1,0,0,70,3,0
27,2,191822,11,9,4,7,1,1,0,0,0,50,3,0
23,2,70919,4,13,5,9,0,1,1,0,0,40,3,0
55,2,266343,11,9,4,6,3,1,1,0,0,46,3,0
28,2,87239,2,10,4,9,3,1,1,0,0,50,3,1
31,5,236487,4,13,5,6,0,1,0,0,0,40,35,0
30,2,224147,11,9,5,2,4,2,1,0,0,40,3,0
23,2,197200,4,13,5,6,4,1,1,0,0,60,3,0
19,2,124265,11,9,5,7,4,1,1,0,0,50,3,0
22,2,79980,2,10,5,7,4,1,1,0,0,25,3,0
50,2,128814,11,9,1,5,2,1,0,0,0,25,3,0
64,2,208862,11,9,4,5,3,1,1,0,0,50,3,1
21,2,51262,11,9,5,5,4,1,1,0,0,35,3,0
75,3,98116,2,10,6,7,0,1,1,0,0,40,3,1
29,2,82393,11,9,5,4,4,4,1,0,0,40,35,0
47,2,57534,2,10,4,13,3,1,1,0,0,40,3,1
20,2,218962,11,9,5,4,0,1,1,0,0,40,3,0
33,2,204752,11,9,5,5,4,1,1,0,0,40,3,0
45,2,243631,10,16,4,6,3,4,1,0,0,45,23,1
41,2,170299,3,11,1,6,2,1,0,0,0,43,3,0
23,2,60331,11,9,5,4,4,1,1,0,0,40,3,0
38,2,269318,4,13,4,10,3,1,1,5178,0,50,3,1
67,6,132819,2,10,4,3,3,1,1,0,0,41,3,1
21,2,119665,2,10,5,8,4,1,1,0,0,35,3,0
38,2,150057,2,10,5,6,0,1,1,0,0,45,3,0
31,2,128567,11,9,4,13,3,1,1,0,0,40,3,0
19,2,230874,2,10,5,13,4,1,0,0,0,40,3,0
59,0,148526,2,10,4,7,3,1,1,0,0,40,3,0
36,2,160192,11,9,5,5,0,1,1,0,0,40,3,0
50,5,74660,2,10,6,6,2,1,1,0,0,40,3,0
60,3,142494,0,6,4,13,3,1,1,0,0,40,3,0
30,2,122042,9,14,4,9,3,1,1,0,0,45,3,1
28,3,37088,4,13,5,7,0,1,1,0,0,50,3,0
36,2,61778,2,10,4,13,3,1,1,0,0,60,3,1
21,2,176356,2,10,5,13,4,1,0,0,0,10,35,0
27,2,123302,11,9,4,5,3,1,1,0,0,40,33,0
18,2,89760,7,8,5,5,4,1,0,0,0,20,3,0
44,5,165304,2,10,4,9,3,1,1,0,1485,40,3,1
56,2,104945,1,4,4,5,3,2,1,0,0,40,3,0
51,3,192973,4,13,4,3,3,2,1,0,0,40,3,1
48,2,97863,4,13,4,6,3,1,1,0,0,45,19,1
31,2,73585,3,11,4,6,3,1,1,0,0,45,3,0
35,2,29145,3,11,5,2,0,1,1,0,0,40,3,0
35,2,175232,11,9,1,1,5,1,1,0,0,40,3,0
36,2,325374,2,10,4,13,3,1,1,0,0,40,3,0
47,0,107231,8,12,4,13,3,1,1,0,1672,65,3,0
23,2,129345,2,10,5,5,0,1,1,0,0,25,3,0
21,2,228395,2,10,5,7,5,2,0,0,0,20,3,0
49,2,452402,2,10,3,9,2,2,0,0,0,60,3,0
51,3,338260,14,15,4,6,3,1,1,15024,0,60,3,1
46,2,165138,3,11,4,13,3,1,1,0,0,40,3,0
31,2,109055,11,9,4,0,3,1,1,3137,0,45,3,0
27,2,193122,11,9,4,4,3,1,1,0,0,40,3,0
56,2,425497,8,12,4,4,3,1,1,0,0,20,3,0
48,2,191858,2,10,4,13,3,1,1,0,0,40,3,0
30,2,297155,2,10,1,10,2,2,0,0,0,40,3,0
29,5,181282,4,13,1,6,0,1,1,0,0,50,3,0
50,1,111700,9,14,5,9,0,1,0,0,0,50,3,0
18,2,35065,11,9,5,2,0,2,1,0,0,35,3,0
37,2,298539,11,9,4,9,3,1,1,0,1902,55,3,1
51,0,95435,11,9,4,7,3,1,1,0,0,60,3,1
31,2,162160,11,9,4,13,3,1,1,0,0,47,3,0
29,2,176037,3,11,1,8,0,2,1,14344,0,40,3,1
39,2,314007,0,6,4,13,3,1,1,0,2051,40,3,0
48,2,197683,2,10,4,7,3,2,1,0,0,40,3,1
44,2,242521,4,13,4,7,3,1,1,7688,0,50,3,1
39,2,290321,0,6,4,4,3,1,1,0,0,40,3,0
22,5,44064,5,7,5,1,4,1,1,0,0,35,3,0
27,5,174163,2,10,4,1,1,1,0,0,0,40,3,1
42,2,374790,15,5,1,13,0,1,1,0,0,40,3,0
18,2,231562,11,9,5,7,4,1,0,0,0,33,3,0
27,2,376150,2,10,2,7,0,1,0,0,0,25,3,0
51,2,99987,0,6,3,4,2,2,0,0,0,40,3,0
27,0,120126,2,10,4,9,3,1,1,0,0,40,3,0
60,0,33717,5,7,4,0,3,1,1,0,0,50,3,0
36,2,132879,13,2,4,1,3,1,1,0,0,40,19,0
45,2,304570,4,13,4,9,3,4,1,0,0,60,23,1
40,2,100292,11,9,4,7,3,1,1,0,0,52,3,1
63,2,117473,2,10,4,6,3,1,1,4386,0,40,3,1
41,2,239833,11,9,2,2,2,2,1,0,0,50,3,0
53,2,155233,7,8,4,2,1,1,0,0,0,40,19,0
34,2,130369,11,9,1,2,2,1,0,1151,0,48,35,0
34,2,347166,2,10,4,10,3,1,1,0,0,40,3,0
31,2,502752,4,13,4,10,1,1,0,0,0,40,3,1
22,6,255575,8,12,5,6,0,1,0,0,0,15,3,0
49,2,277946,2,10,4,9,3,1,1,0,0,50,3,1
43,2,214541,11,9,4,9,3,1,1,0,0,35,3,0
36,2,143123,14,15,4,6,3,1,1,0,0,50,3,1
27,2,69132,4,13,5,8,0,1,1,0,0,37,3,0
52,0,34973,11,9,4,0,3,1,1,0,1887,60,3,1
29,2,236992,11,9,4,5,3,2,1,0,0,50,3,0
27,2,492263,0,6,3,4,4,1,1,0,0,35,34,0
42,2,180019,11,9,5,5,0,1,0,0,0,65,3,0
49,0,47086,4,13,6,7,2,1,0,0,0,40,3,0
24,2,222853,2,10,5,13,2,1,1,0,0,50,3,0
22,2,344176,11,9,5,7,2,1,1,0,0,20,3,0
30,0,223212,4,13,5,7,2,1,1,0,0,40,3,0
28,2,110981,2,10,5,5,0,1,1,0,0,40,3,0
20,2,162688,3,11,5,5,4,1,1,0,0,40,3,0
45,3,181307,14,15,4,6,3,1,1,15024,0,43,3,1
39,2,148903,11,9,1,7,0,1,0,4687,0,50,3,1
43,2,306440,14,15,5,6,0,1,1,0,0,66,26,0
18,2,210311,11,9,5,7,4,1,0,0,0,20,3,0
53,2,127117,11,9,4,4,3,1,1,0,0,40,3,0
74,2,54732,2,10,4,7,3,1,1,0,0,20,3,1
39,2,271521,4,13,4,6,3,4,1,0,0,48,22,1
33,2,216908,0,6,5,6,5,1,1,0,0,40,3,0
49,2,543922,11,9,4,13,3,1,1,0,0,42,3,1
21,2,766115,0,6,4,1,3,1,1,0,0,35,3,0
65,2,52728,2,10,4,1,3,1,1,0,0,40,3,0
39,2,284166,11,9,5,13,0,1,1,0,1564,50,3,1
49,2,122206,3,11,4,7,3,1,1,0,0,25,3,0
20,2,95989,2,10,5,7,4,1,0,0,0,40,3,0
47,2,334039,4,13,4,9,3,1,1,7298,0,44,3,1
46,0,225456,11,9,4,9,3,1,1,0,0,40,3,0
29,2,112847,3,11,4,13,3,4,1,7298,0,32,3,1
61,0,171840,11,9,6,6,2,1,0,0,0,16,3,0
48,2,180695,2,10,1,9,0,1,0,0,0,38,3,0
44,2,121012,15,5,1,13,0,1,1,0,0,40,3,0
37,3,126569,4,13,4,13,3,1,1,0,0,60,3,0
45,2,227791,2,10,4,7,3,1,1,0,1740,50,3,0
51,0,290290,4,13,4,6,3,1,1,0,0,45,3,1
33,5,251521,4,13,5,9,0,1,0,0,0,50,3,0
55,0,41938,4,13,4,6,1,1,0,0,0,8,3,0
25,2,27678,2,10,4,5,1,1,0,0,0,60,3,0
26,2,133756,11,9,1,0,0,4,1,0,0,40,22,0
54,2,215990,11,9,4,9,3,1,1,0,0,40,3,1
38,2,461337,11,9,5,7,0,1,0,0,0,33,3,0
39,5,344855,9,14,4,6,1,1,0,0,1977,20,3,1
20,6,214542,2,10,5,6,4,1,1,0,0,40,3,0
30,2,258170,11,9,1,10,0,1,0,0,0,40,3,0
29,1,242147,11,9,1,10,0,0,1,0,0,45,3,0
42,2,235700,11,9,1,1,0,1,0,0,0,40,3,0
24,2,278130,8,12,5,10,0,1,1,0,0,40,3,0
36,2,261241,11,9,4,4,3,1,1,0,0,50,3,1
60,2,85995,9,14,4,10,3,4,1,0,0,50,21,1
42,2,340885,11,9,1,0,0,1,1,0,0,44,3,0
42,2,152889,0,6,4,13,3,1,1,0,0,45,3,0
46,2,195023,11,9,2,4,0,1,0,0,0,40,28,0
52,6,109600,9,14,2,9,2,1,0,4787,0,44,3,1
27,6,249463,3,11,4,9,3,1,1,0,0,20,3,0
43,2,158177,2,10,1,10,2,2,0,0,0,35,3,0
43,6,47818,4,13,5,6,0,1,0,0,0,40,3,0
27,2,391468,5,7,1,13,4,1,1,0,0,40,3,0
52,5,199995,9,14,4,9,3,1,1,7298,0,60,3,1
31,2,231043,2,10,4,2,3,1,1,0,0,50,3,0
38,2,281768,1,4,1,2,2,2,0,0,0,30,3,0
44,2,267790,15,5,5,5,2,2,0,0,0,40,3,0
27,2,217379,2,10,1,6,4,1,0,0,0,40,3,0
50,2,421561,2,10,1,9,0,1,1,0,0,40,3,0
23,2,50953,2,10,5,8,0,1,0,0,0,40,3,0
22,2,138504,2,10,5,10,2,2,0,0,0,30,3,0
36,6,177064,2,10,5,9,2,1,0,0,0,40,3,0
24,2,103064,4,13,5,8,0,1,0,3674,0,40,3,0
59,2,184493,2,10,4,7,3,1,1,0,0,40,3,1
39,2,104089,3,11,4,13,3,1,1,0,0,50,3,1
23,2,149204,4,13,5,9,4,1,1,0,0,40,3,0
37,2,405284,4,13,5,6,0,1,0,0,1340,42,3,0
25,5,137296,8,12,5,10,4,2,0,0,0,38,3,0
40,2,87771,11,9,4,13,1,1,0,0,1628,45,3,0
38,6,125499,4,13,4,6,3,4,1,7688,0,60,14,1
31,2,59083,11,9,4,5,3,1,1,0,0,35,3,0
28,5,138332,10,16,1,6,0,1,0,0,0,40,3,0
24,2,198914,11,9,5,7,2,2,1,0,0,25,3,0
46,5,238162,8,12,4,3,3,1,1,0,1887,50,3,1
29,2,123677,11,9,4,4,1,4,0,0,0,40,30,0
38,1,325538,14,15,4,6,3,1,1,0,0,50,3,1
53,2,251063,2,10,3,9,2,2,0,0,0,40,3,0
33,2,51471,11,9,4,8,1,1,0,0,1902,40,3,1
39,2,175681,4,13,4,6,3,2,1,0,0,60,3,0
44,2,165599,11,9,4,4,3,1,1,0,0,48,3,0
46,2,149640,4,13,1,6,0,1,1,0,0,45,10,1
30,2,143526,4,13,5,7,4,1,1,0,0,40,3,0
24,2,211160,2,10,4,7,3,1,1,0,0,40,3,0
29,2,342989,11,9,5,10,4,1,0,0,0,40,3,0
62,0,173631,2,10,4,9,3,1,1,0,0,70,3,0
25,2,141876,11,9,2,9,0,1,1,0,0,45,3,0
45,2,137604,2,10,5,5,0,1,1,0,0,40,3,0
21,2,129232,2,10,5,13,4,1,1,0,0,40,3,0
64,1,271550,2,10,4,2,3,1,1,0,0,40,3,1
39,2,456922,4,13,1,8,0,1,1,0,0,40,3,0
60,2,232242,11,9,4,7,3,1,1,0,0,40,3,0
35,2,352188,11,9,5,8,0,1,1,0,0,40,3,0
27,2,114967,4,13,5,8,0,1,1,0,0,40,3,0
41,2,201981,11,9,1,13,4,1,1,0,0,40,3,0
32,6,159247,9,14,4,6,3,1,1,0,0,50,3,0
24,2,125905,11,9,4,13,3,1,1,0,0,40,3,0
32,2,186824,4,13,4,13,3,1,1,0,0,40,3,1
42,5,121012,2,10,4,9,3,1,1,0,0,45,3,1
58,2,110844,9,14,6,7,0,1,0,0,0,27,3,0
23,2,143003,9,14,4,6,3,4,1,0,1887,50,14,1
31,1,59732,11,9,4,0,3,3,1,0,0,40,3,0
28,2,178489,4,13,5,9,2,2,0,0,0,45,3,0
41,2,252127,2,10,6,9,2,2,0,0,0,20,3,0
37,2,109633,4,13,4,6,1,1,0,0,0,16,3,1
19,2,160811,11,9,5,7,4,1,1,0,0,38,3,0
27,0,365110,4,13,5,6,0,1,0,0,0,20,3,0
61,0,113080,15,5,4,7,3,1,1,0,0,58,3,1
39,2,206074,4,13,4,6,3,1,1,0,0,45,3,1
25,2,173062,4,13,5,1,2,2,1,0,0,40,3,0
58,2,117273,2,10,4,7,3,1,1,0,0,40,3,1
27,0,153805,2,10,4,2,5,0,1,0,0,50,11,1
51,2,293802,6,3,4,1,3,2,1,0,0,52,3,0
43,5,153132,9,14,4,6,3,1,1,15024,0,40,3,1
46,2,166809,11,9,1,10,2,1,0,0,0,40,3,0
67,2,34122,6,3,4,10,3,1,1,0,0,40,3,0
50,5,231725,11,9,4,1,3,1,1,0,0,40,3,0
20,2,63210,11,9,5,1,4,1,1,0,0,15,3,0
35,2,108293,4,13,6,6,2,1,0,0,0,32,3,1
57,2,116878,13,2,4,1,3,1,1,0,0,40,19,0
40,2,110622,14,15,4,10,5,4,0,0,0,40,22,0
42,5,180318,0,6,5,0,2,1,1,0,0,35,3,0
67,3,112318,0,6,4,13,3,1,1,0,0,40,3,0
47,2,252079,4,13,4,4,3,1,1,7688,0,44,3,1
30,2,27153,11,9,5,1,0,1,1,0,0,50,3,0
26,2,73312,5,7,5,4,2,1,0,0,0,15,3,0
51,2,145409,11,9,4,13,3,1,1,0,0,40,3,0
38,2,167882,2,10,6,5,5,2,0,0,0,45,1,0
24,2,236696,11,9,4,1,4,1,1,0,0,35,3,0
48,0,28791,11,9,4,7,1,1,0,0,0,50,3,0
34,6,118551,4,13,4,8,4,1,0,5178,0,25,3,1
70,2,187292,4,13,4,1,3,1,1,6418,0,40,3,1
35,2,189922,11,9,4,13,3,1,1,0,0,40,3,0
61,2,584259,9,14,4,13,3,1,1,0,0,2,3,1
26,2,173992,2,10,4,13,3,1,1,0,0,45,3,1
64,2,253759,11,9,5,9,0,1,1,0,0,3,3,0
26,2,111243,11,9,5,10,2,1,0,0,0,35,3,0
39,0,147850,11,9,4,2,3,1,1,0,0,30,3,0
55,2,171015,2,10,5,10,4,1,0,0,0,36,3,0
23,2,118023,2,10,5,9,0,1,1,0,0,45,3,0
33,0,361497,11,9,4,13,3,1,1,0,0,40,3,0
31,2,137290,4,13,4,9,3,1,1,0,0,55,3,1
28,5,401886,11,9,5,10,5,1,1,0,0,20,3,0
50,2,201882,9,14,4,4,3,1,1,0,0,30,3,0
26,5,30793,4,13,4,6,1,1,0,0,0,55,3,1
44,1,139161,8,12,1,10,0,2,0,0,1741,40,3,0
51,2,210736,11,9,2,13,0,1,1,0,0,40,3,0
34,2,167781,11,9,4,5,3,1,1,0,0,50,3,0
37,2,103986,4,13,4,6,3,1,1,7688,0,39,3,1
29,2,144592,14,15,4,6,3,1,1,0,0,50,3,1
24,2,493034,4,13,5,6,0,2,1,0,0,40,3,0
27,2,184078,3,11,1,10,2,1,0,0,0,40,3,0
44,2,191814,2,10,4,13,3,1,1,0,0,45,3,0
24,2,329852,11,9,5,4,0,1,1,0,0,40,3,0
54,2,223660,11,9,4,9,3,1,1,0,0,55,3,1
47,2,177087,2,10,3,10,2,1,0,0,0,50,3,1
30,2,143766,11,9,5,5,0,1,1,0,0,30,3,0
35,2,234271,2,10,1,10,0,1,0,0,0,40,3,0
39,1,314822,2,10,4,10,3,2,1,0,0,40,3,0
42,2,195584,8,12,3,10,2,2,0,0,0,40,3,0
70,3,207938,4,13,4,9,3,1,1,0,2377,50,3,1
41,2,126850,14,15,4,10,3,4,1,0,0,40,22,0
36,2,279485,11,9,5,9,0,1,0,0,0,38,3,0
44,2,267717,9,14,4,6,3,1,1,0,0,42,3,1
42,2,175935,11,9,3,6,2,1,1,0,0,40,3,0
20,2,163665,2,10,5,2,4,1,0,0,0,17,3,0
29,2,200468,0,6,5,6,0,1,1,0,0,40,3,0
27,2,91501,11,9,4,8,1,1,0,0,0,40,3,0
30,2,182771,9,14,4,6,3,4,1,0,0,40,3,1
59,0,56392,2,10,4,0,3,1,1,0,1579,60,3,0
31,2,20511,4,13,5,5,0,1,0,0,0,25,3,0
21,2,538822,11,9,5,5,5,1,1,0,0,40,34,0
26,2,332008,2,10,5,13,2,4,1,0,0,37,27,0
57,3,220789,11,9,4,7,3,1,1,0,0,45,3,1
59,0,114760,2,10,4,13,3,1,1,0,0,20,3,1
87,0,90338,11,9,6,13,0,1,1,0,0,2,3,0
25,2,181576,2,10,5,2,0,1,1,0,0,55,3,0
39,2,198841,9,14,4,6,3,1,1,7688,0,45,3,1
53,2,53197,9,14,4,6,3,1,1,3103,0,40,3,1
32,6,542265,11,9,5,10,0,1,0,0,0,40,3,0
38,2,193026,5,7,4,13,3,1,1,0,0,40,3,0
21,2,25505,3,11,5,10,2,2,0,0,0,35,3,0
17,2,375657,5,7,5,1,4,1,1,0,0,30,3,0
44,2,201599,5,7,5,4,2,2,0,0,0,40,3,0
23,2,181820,2,10,5,1,4,1,1,0,0,20,3,0
57,2,334224,2,10,4,13,1,1,0,9386,0,40,3,1
30,6,54318,5,7,4,2,3,1,1,0,0,40,3,0
51,0,141388,11,9,4,0,3,1,1,0,0,55,3,0
54,0,57101,11,9,4,13,3,1,1,0,0,35,3,0
44,2,168515,2,10,1,10,0,1,0,0,0,40,35,0
60,2,163665,2,10,4,3,3,1,1,0,0,16,3,1
28,2,207513,4,13,4,7,3,1,1,7298,0,42,3,1
39,2,293291,11,9,4,4,3,1,1,0,0,50,3,1
55,2,70088,9,14,4,6,3,1,1,0,0,40,3,1
36,2,199346,9,14,4,6,1,1,0,0,0,50,3,1
55,5,143949,9,14,4,6,1,1,0,3103,0,45,3,1
33,2,207201,11,9,4,4,3,1,1,0,0,55,3,1
30,2,430283,11,9,4,10,1,1,0,7298,0,40,3,1
40,5,293809,4,13,4,6,3,1,1,0,0,20,3,0
30,2,378009,9,14,4,9,3,1,1,0,0,50,3,1
40,2,226608,2,10,1,8,0,1,1,0,0,30,7,1
24,2,314182,11,9,5,2,0,1,0,0,0,50,3,0
18,2,170544,5,7,5,7,4,1,1,0,0,20,3,0
18,2,94196,11,9,5,1,4,1,0,0,0,25,3,0
49,2,193047,11,9,4,13,3,1,1,0,0,45,3,1
42,2,112607,11,9,4,13,3,1,1,0,0,50,3,0
28,5,146949,11,9,4,1,3,1,1,0,0,40,3,0
32,2,309513,8,12,4,13,3,1,1,0,0,40,3,0
48,0,191389,2,10,3,7,2,1,0,0,0,50,3,0
24,2,213902,1,4,5,12,4,1,0,0,0,32,12,0
73,0,46514,11,9,4,7,1,1,0,0,0,25,3,0
35,2,75855,9,14,4,6,3,2,1,7298,0,40,3,1
23,2,38707,2,10,4,2,3,1,1,0,0,60,3,1
19,2,188568,2,10,5,12,0,1,0,0,0,40,3,0
27,2,215014,11,9,4,7,3,1,1,0,0,35,34,0
27,2,184477,7,8,5,5,0,1,1,0,0,40,3,0
41,0,204235,14,15,4,6,3,1,1,0,0,50,3,1
31,2,39054,11,9,4,13,3,1,1,0,0,20,3,0
64,3,272531,11,9,4,13,3,1,1,0,0,40,3,1
45,2,358701,7,8,5,5,4,1,1,0,0,10,34,0
47,2,217750,11,9,4,5,1,1,0,0,0,35,3,0
22,2,200374,11,9,5,4,5,1,1,0,0,35,3,0
24,2,498349,4,13,5,2,2,2,0,0,0,40,3,0
69,6,170458,11,9,4,5,3,1,1,0,0,20,3,0
40,0,57233,3,11,4,9,3,1,1,0,0,40,3,1
45,2,188432,11,9,4,13,3,1,1,0,0,40,3,0
47,0,33300,8,12,5,0,5,1,1,10520,0,45,3,1
31,2,225779,11,9,5,4,0,1,0,0,0,40,3,0
48,2,46677,8,12,1,9,2,1,0,0,0,42,3,0
41,2,227968,4,13,4,6,1,2,0,0,0,35,1,1
34,2,85355,4,13,5,10,4,1,1,0,0,40,3,0
48,2,207120,2,10,4,6,3,1,1,0,0,40,3,0
28,5,229223,3,11,4,6,1,1,0,7688,0,36,3,1
20,2,224640,8,12,5,9,4,1,0,0,0,40,3,0
39,2,139012,4,13,4,10,3,4,1,0,0,40,22,1
40,1,130749,2,10,1,9,0,2,0,0,0,40,3,0
28,2,204516,0,6,5,2,0,1,1,0,0,45,3,0
20,2,105479,2,10,5,7,0,1,0,0,0,25,3,0
41,2,197093,4,13,1,6,0,2,1,0,0,40,3,0
49,3,431245,2,10,4,7,3,1,1,0,0,50,3,1
24,2,155150,11,9,4,4,3,1,1,0,0,40,3,0
35,6,216035,11,9,4,3,3,1,1,0,0,40,3,0
22,2,388247,2,10,5,7,4,1,1,0,0,40,3,0
23,2,208908,4,13,5,5,0,1,0,0,0,30,3,0
23,2,259301,11,9,1,9,2,1,0,0,0,40,3,0
42,0,69333,3,11,4,2,3,1,1,4386,0,80,3,1
34,2,167893,2,10,4,6,3,1,1,0,0,64,3,1
32,1,386877,3,11,5,8,4,2,1,4650,0,40,3,0
54,2,146551,11,9,4,10,3,1,1,0,0,54,3,1
48,2,238360,4,13,3,10,2,4,0,0,0,40,22,0
38,2,187748,4,13,4,6,3,1,1,0,0,40,3,1
48,6,50748,4,13,1,10,2,1,0,0,0,40,3,0
22,2,50136,6,3,4,5,3,1,1,0,0,40,12,0
42,2,111483,4,13,4,8,3,1,1,0,0,50,3,1
31,2,298871,10,16,4,6,3,4,1,0,0,40,23,0
27,2,147340,11,9,5,5,0,1,0,0,0,50,3,1
57,2,132704,9,14,3,6,0,1,1,10520,0,32,3,1
46,6,327786,3,11,1,8,0,1,0,3325,0,42,3,0
44,1,243636,3,11,4,13,3,1,1,0,0,40,3,1
42,5,194417,2,10,4,3,3,1,1,0,0,40,3,1
24,2,236696,4,13,5,9,0,1,1,0,0,40,3,0
38,2,337130,13,2,2,13,0,1,1,0,0,40,34,0
29,2,273051,4,13,4,9,3,1,1,0,0,52,5,1
38,2,186191,11,9,4,13,3,1,1,0,0,55,3,0
33,2,268451,2,10,1,9,2,1,0,0,0,40,3,0
61,2,154600,11,9,4,5,1,1,0,0,0,4,3,0
49,5,405309,3,11,4,13,3,1,1,0,0,40,3,1
51,0,99185,8,12,4,9,3,1,1,0,0,40,3,1
42,2,191765,11,9,1,5,5,2,0,0,0,35,3,0
21,2,253583,11,9,5,1,4,1,1,0,0,40,3,0
29,2,297054,11,9,1,1,0,1,1,0,0,40,3,0
54,2,204397,2,10,4,0,3,1,1,0,0,50,3,0
23,2,288771,2,10,5,10,0,1,0,0,0,30,3,0
52,2,173987,0,6,4,13,3,1,1,0,0,40,3,0
28,5,33662,9,14,4,6,1,1,0,7298,0,40,3,1
23,2,91658,2,10,1,1,4,1,1,0,0,40,3,0
43,2,226902,11,9,4,7,3,1,1,0,0,80,3,1
45,2,232586,2,10,4,13,3,1,1,0,0,50,3,1
51,0,291755,1,4,4,9,3,1,1,0,0,42,3,0
29,0,207032,11,9,2,9,2,2,0,0,0,42,1,0
23,2,161478,2,10,5,7,4,4,0,0,0,40,3,0
73,0,109833,4,13,4,0,3,1,1,0,0,30,3,0
47,0,229394,5,7,1,9,2,1,0,0,0,55,3,0
61,0,69285,11,9,4,9,3,1,1,0,0,37,3,0
26,2,491862,3,11,5,9,0,2,0,0,0,40,3,0
40,2,311534,11,9,4,1,3,1,1,0,0,40,3,1
32,0,420895,4,13,4,7,3,1,1,0,0,47,3,0
39,2,226374,0,6,1,5,2,2,0,0,0,40,3,0
33,1,101345,4,13,5,6,0,1,0,0,0,40,3,0
35,2,48779,11,9,4,0,3,1,1,0,0,35,3,0
42,2,152676,11,9,1,9,4,1,1,0,0,40,3,0
46,2,164877,2,10,4,13,3,1,1,0,0,44,3,0
33,2,97521,11,9,5,10,4,1,1,0,0,40,3,0
47,2,88564,6,3,5,4,4,1,1,0,0,20,3,0
33,2,188246,4,13,4,9,3,1,1,0,0,40,3,0
26,2,189185,11,9,1,10,4,1,0,0,0,40,3,0
42,6,163069,2,10,1,10,2,2,0,0,0,40,3,0
28,2,251905,4,13,4,6,3,1,1,0,0,50,3,0
